Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
SPY250124C00611000,SPY250124C00611000,Buy,Filled,1,1,0.240,0.240,DAY,01/24/2025 11:01:02 EST,01/24/2025 11:01:02 EST
SPY250124C00610000,SPY250124C00610000,Buy,Filled,1,1,0.670,0.670,DAY,01/24/2025 10:37:12 EST,01/24/2025 10:37:12 EST
SPY250124C00610000,SPY250124C00610000,Buy,Filled,1,1,1.26,1.26,DAY,01/24/2025 10:00:26 EST,01/24/2025 10:00:26 EST
SPY250121C00602000,SPY250121C00602000,Sell,Filled,1,1,0.510,0.510,DAY,01/21/2025 11:55:56 EST,01/21/2025 11:55:56 EST
SPY250121C00602000,SPY250121C00602000,Buy,Filled,1,1,0.470,0.470,DAY,01/21/2025 11:36:28 EST,01/21/2025 11:36:28 EST
SPY250117C00600000,SPY250117C00600000,Sell,Filled,1,1,0.300,0.300,DAY,01/17/2025 11:53:33 EST,01/17/2025 11:53:33 EST
SPY250117C00600000,SPY250117C00600000,Sell,Cancelled,0,1,@0.390,,DAY,01/17/2025 11:53:11 EST,
SPY250117C00600000,SPY250117C00600000,Buy,Filled,1,1,0.290,0.290,DAY,01/17/2025 11:06:28 EST,01/17/2025 11:06:28 EST
SPY250116C00593000,SPY250116C00593000,Sell,Cancelled,0,1,@0.820,,DAY,01/16/2025 15:00:23 EST,
SPY250116C00593000,SPY250116C00593000,Sell,Filled,1,1,@0.430,0.430,DAY,01/16/2025 15:00:23 EST,01/16/2025 15:14:11 EST
SPY250116C00593000,SPY250116C00593000,Buy,Filled,1,1,0.430,0.430,DAY,01/16/2025 14:26:46 EST,01/16/2025 14:26:46 EST
SPY250114C00585000,SPY250114C00585000,Sell,Filled,1,1,@0.330,0.330,DAY,01/14/2025 11:28:23 EST,01/14/2025 11:28:45 EST
SPY250114C00585000,SPY250114C00585000,Sell,Cancelled,0,1,@0.440,,DAY,01/14/2025 11:28:23 EST,
SPY250114C00585000,SPY250114C00585000,Buy,Filled,1,1,0.360,0.360,DAY,01/14/2025 11:26:32 EST,01/14/2025 11:26:32 EST
SPY250113C00580000,SPY250113C00580000,Sell,Filled,1,1,0.480,0.480,DAY,01/13/2025 11:46:43 EST,01/13/2025 11:46:43 EST
SPY250113C00580000,SPY250113C00580000,Buy,Filled,1,1,0.990,0.990,DAY,01/13/2025 09:56:37 EST,01/13/2025 09:56:37 EST
SPY250108C00591000,SPY250108C00591000,Sell,Filled,2,2,@0.490,0.490,DAY,01/08/2025 12:13:01 EST,01/08/2025 13:28:06 EST
SPY250108C00591000,SPY250108C00591000,Buy,Filled,2,2,0.650,0.650,DAY,01/08/2025 11:55:39 EST,01/08/2025 11:55:39 EST
SPY250106C00595000,SPY250106C00595000,Sell,Filled,2,2,0.400,0.400,DAY,01/06/2025 14:57:26 EST,01/06/2025 14:57:26 EST
SPY250106C00595000,SPY250106C00595000,Buy,Filled,2,2,1.16,1.16,DAY,01/06/2025 14:16:25 EST,01/06/2025 14:16:25 EST
SPY250103P00587500,SPY250103P00587500,Sell,Filled,1,1,0.690,0.690,DAY,01/03/2025 11:20:11 EST,01/03/2025 11:20:11 EST
SPY250103P00587500,SPY250103P00587500,Buy,Filled,1,1,0.740,0.740,DAY,01/03/2025 11:05:58 EST,01/03/2025 11:05:58 EST
SPY250103P00589000,SPY250103P00589000,Sell,Filled,1,1,@1.14,1.14,DAY,01/03/2025 10:51:18 EST,01/03/2025 11:02:54 EST
SPY250103P00589000,SPY250103P00589000,Sell,Cancelled,0,1,@2.21,,DAY,01/03/2025 10:51:18 EST,
SPY250103P00589000,SPY250103P00589000,Buy,Filled,1,1,1.52,1.52,DAY,01/03/2025 10:46:39 EST,01/03/2025 10:46:39 EST
RGTI250103C00018000,RGTI250103C00018000,Sell,Filled,1,1,0.950,0.950,DAY,01/03/2025 10:41:26 EST,01/03/2025 10:41:26 EST
RGTI250103C00018000,RGTI250103C00018000,Buy,Filled,1,1,1.15,1.15,DAY,01/03/2025 10:40:23 EST,01/03/2025 10:40:23 EST
SPY250102C00587000,SPY250102C00587000,Buy,Filled,1,1,0.320,0.320,DAY,01/02/2025 12:59:24 EST,01/02/2025 12:59:24 EST
SPY250102C00593000,SPY250102C00593000,Sell,Filled,1,1,0.420,0.420,DAY,01/02/2025 10:17:59 EST,01/02/2025 10:17:59 EST
SPY250102C00593000,SPY250102C00593000,Buy,Filled,1,1,0.590,0.590,DAY,01/02/2025 10:15:19 EST,01/02/2025 10:15:19 EST
SPY250102P00584000,SPY250102P00584000,Sell,Filled,2,2,0.190,0.190,DAY,01/02/2025 10:05:53 EST,01/02/2025 10:05:53 EST
SPY250102P00584000,SPY250102P00584000,Buy,Filled,1,1,0.330,0.330,DAY,01/02/2025 09:55:14 EST,01/02/2025 09:55:14 EST
SPY250102P00584000,SPY250102P00584000,Buy,Filled,1,1,0.580,0.580,DAY,01/02/2025 09:50:59 EST,01/02/2025 09:50:59 EST
SPY250102P00588000,SPY250102P00588000,Sell,Filled,1,1,2.71,2.71,DAY,01/02/2025 09:40:32 EST,01/02/2025 09:40:32 EST
SPY250102P00588000,SPY250102P00588000,Buy,Filled,1,1,2.15,2.15,DAY,01/02/2025 09:35:09 EST,01/02/2025 09:35:09 EST
SPY241231P00584000,SPY241231P00584000,Sell,Filled,2,2,0.420,0.420,DAY,12/31/2024 11:09:59 EST,12/31/2024 11:09:59 EST
SPY241231P00584000,SPY241231P00584000,Buy,Filled,2,2,0.550,0.550,DAY,12/31/2024 11:05:12 EST,12/31/2024 11:05:12 EST
TSLA250103C00430000,TSLA250103C00430000,Buy,Filled,1,1,8.55,8.55,DAY,12/31/2024 10:22:21 EST,12/31/2024 10:22:21 EST
SPY241231P00588000,SPY241231P00588000,Sell,Filled,1,1,1.35,1.35,DAY,12/31/2024 09:55:50 EST,12/31/2024 09:55:50 EST
SPY241231P00588000,SPY241231P00588000,Sell,Filled,1,1,1.46,1.46,DAY,12/31/2024 09:51:49 EST,12/31/2024 09:51:50 EST
SPY241231P00588000,SPY241231P00588000,Buy,Filled,2,2,1.70,1.70,DAY,12/31/2024 09:40:42 EST,12/31/2024 09:40:42 EST
SPY241230P00590000,SPY241230P00590000,Sell,Filled,1,1,@0.560,0.560,DAY,12/30/2024 13:02:24 EST,12/30/2024 13:14:22 EST
SPY241230P00590000,SPY241230P00590000,Sell,Cancelled,0,1,@1.72,,DAY,12/30/2024 13:02:24 EST,
SPY241230P00590000,SPY241230P00590000,Buy,Filled,1,1,0.960,0.960,DAY,12/30/2024 13:02:15 EST,12/30/2024 13:02:15 EST
SPY241230C00590000,SPY241230C00590000,Sell,Filled,2,2,1.54,1.54,DAY,12/30/2024 12:35:45 EST,12/30/2024 12:35:45 EST
SPY241230C00590000,SPY241230C00590000,Sell,Cancelled,0,2,1.22,,DAY,12/30/2024 12:24:06 EST,
SPY241230C00590000,SPY241230C00590000,Sell,Cancelled,0,2,@1.69,,DAY,12/30/2024 12:24:06 EST,
SPY241230C00590000,SPY241230C00590000,Buy,Filled,2,2,1.18,1.18,DAY,12/30/2024 12:01:48 EST,12/30/2024 12:01:48 EST
SPY241230C00588000,SPY241230C00588000,Sell,Filled,2,2,1.73,1.73,DAY,12/30/2024 11:51:40 EST,12/30/2024 11:51:40 EST
SPY241230C00588000,SPY241230C00588000,Buy,Filled,2,2,1.61,1.61,DAY,12/30/2024 11:50:31 EST,12/30/2024 11:50:31 EST
SPY241230C00590000,SPY241230C00590000,Sell,Filled,1,1,0.690,0.690,DAY,12/30/2024 11:48:27 EST,12/30/2024 11:48:27 EST
SPY241230C00590000,SPY241230C00590000,Sell,Filled,1,1,1.09,1.09,DAY,12/30/2024 11:44:42 EST,12/30/2024 11:44:42 EST
SPY241230C00590000,SPY241230C00590000,Buy,Filled,1,1,0.570,0.570,DAY,12/30/2024 11:26:27 EST,12/30/2024 11:26:28 EST
SPY241230C00590000,SPY241230C00590000,Sell,Cancelled,0,1,0.390,,DAY,12/30/2024 11:26:09 EST,
SPY241230C00590000,SPY241230C00590000,Sell,Cancelled,0,1,@1.03,,DAY,12/30/2024 11:26:09 EST,
SPY241230C00590000,SPY241230C00590000,Sell,Filled,1,1,0.610,0.610,DAY,12/30/2024 11:22:47 EST,12/30/2024 11:22:48 EST
SPY241230C00590000,SPY241230C00590000,Sell,Filled,1,1,0.450,0.450,DAY,12/30/2024 10:56:20 EST,12/30/2024 10:56:21 EST
SPY241230C00590000,SPY241230C00590000,Buy,Filled,1,1,0.300,0.300,DAY,12/30/2024 10:49:31 EST,12/30/2024 10:49:31 EST
SPY241230C00590000,SPY241230C00590000,Buy,Filled,1,1,0.520,0.520,DAY,12/30/2024 10:44:08 EST,12/30/2024 10:44:08 EST
SPY241230C00590000,SPY241230C00590000,Buy,Filled,1,1,0.310,0.310,DAY,12/30/2024 10:37:51 EST,12/30/2024 10:37:51 EST
SPY241230P00583000,SPY241230P00583000,Sell,Filled,2,2,1.04,1.04,DAY,12/30/2024 10:25:21 EST,12/30/2024 10:25:21 EST
SPY241230P00583000,SPY241230P00583000,Buy,Filled,2,2,0.950,0.950,DAY,12/30/2024 09:57:29 EST,12/30/2024 09:57:30 EST
SPY241230P00583000,SPY241230P00583000,Sell,Filled,1,1,0.810,0.810,DAY,12/30/2024 09:50:33 EST,12/30/2024 09:50:33 EST
SPY241230P00583000,SPY241230P00583000,Buy,Filled,1,1,1.00,1.00,DAY,12/30/2024 09:43:08 EST,12/30/2024 09:43:08 EST
SPY241227P00591000,SPY241227P00591000,Sell,Cancelled,0,1,@1.22,,DAY,12/27/2024 10:35:25 EST,
SPY241227P00591000,SPY241227P00591000,Sell,Filled,1,1,@0.780,0.780,DAY,12/27/2024 10:35:25 EST,12/27/2024 10:37:49 EST
SPY241227P00591000,SPY241227P00591000,Buy,Filled,1,1,0.760,0.760,DAY,12/27/2024 10:24:55 EST,12/27/2024 10:24:55 EST
SPY241227P00595000,SPY241227P00595000,Sell,Filled,1,1,2.63,2.63,DAY,12/27/2024 10:21:16 EST,12/27/2024 10:21:16 EST
SPY241227P00595000,SPY241227P00595000,Sell,Filled,1,1,1.17,1.17,DAY,12/27/2024 10:02:23 EST,12/27/2024 10:02:23 EST
SPY241227P00595000,SPY241227P00595000,Buy,Filled,1,1,0.790,0.790,DAY,12/27/2024 09:37:28 EST,12/27/2024 09:37:28 EST
SPY241227P00595000,SPY241227P00595000,Buy,Filled,1,1,0.520,0.520,DAY,12/27/2024 09:32:12 EST,12/27/2024 09:32:12 EST
SPY241226P00601000,SPY241226P00601000,Sell,Filled,1,1,0.980,0.980,DAY,12/26/2024 12:48:52 EST,12/26/2024 12:48:52 EST
SPY241226P00601000,SPY241226P00601000,Sell,Filled,1,1,0.860,0.860,DAY,12/26/2024 12:48:06 EST,12/26/2024 12:48:06 EST
SPY241226P00601000,SPY241226P00601000,Buy,Filled,2,2,0.610,0.610,DAY,12/26/2024 12:46:46 EST,12/26/2024 12:46:46 EST
SPY241226C00600000,SPY241226C00600000,Sell,Filled,1,1,1.94,1.94,DAY,12/26/2024 11:50:58 EST,12/26/2024 11:50:58 EST
SPY241226C00600000,SPY241226C00600000,Buy,Filled,1,1,1.65,1.65,DAY,12/26/2024 11:19:01 EST,12/26/2024 11:19:01 EST
SPY241226C00600000,SPY241226C00600000,Sell,Filled,2,2,1.57,1.57,DAY,12/26/2024 11:14:57 EST,12/26/2024 11:14:57 EST
SPY241226C00600000,SPY241226C00600000,Buy,Filled,2,2,1.33,1.33,DAY,12/26/2024 10:52:16 EST,12/26/2024 10:52:16 EST
SPY241223C00593000,SPY241223C00593000,Sell,Cancelled,0,1,@1.36,,DAY,12/23/2024 13:09:00 EST,
SPY241223C00593000,SPY241223C00593000,Sell,Filled,1,1,@0.810,0.810,DAY,12/23/2024 13:09:00 EST,12/23/2024 13:17:25 EST
SPY241223C00593000,SPY241223C00593000,Sell,Filled,1,1,0.920,0.920,DAY,12/23/2024 13:05:40 EST,12/23/2024 13:05:41 EST
SPY241223C00593000,SPY241223C00593000,Buy,Filled,2,2,0.710,0.710,DAY,12/23/2024 12:32:29 EST,12/23/2024 12:32:29 EST
SPY241220C00588000,SPY241220C00588000,Sell,Filled,1,1,6.45,6.45,DAY,12/20/2024 12:01:06 EST,12/20/2024 12:01:07 EST
SPY241220C00588000,SPY241220C00588000,Buy,Filled,1,1,3.34,3.34,DAY,12/19/2024 10:39:10 EST,12/19/2024 10:39:10 EST
SPY241220C00593000,SPY241220C00593000,Sell,Filled,1,1,0.960,0.960,DAY,12/19/2024 10:32:22 EST,12/19/2024 10:32:23 EST
SPY241220C00593000,SPY241220C00593000,Buy,Filled,1,1,2.15,2.15,DAY,12/18/2024 15:47:52 EST,12/18/2024 15:47:52 EST
TSLA241220C00497500,TSLA241220C00497500,Sell,Filled,1,1,5.25,5.25,DAY,12/18/2024 11:14:08 EST,12/18/2024 11:14:08 EST
TSLA241220C00497500,TSLA241220C00497500,Buy,Filled,1,1,5.21,5.21,DAY,12/18/2024 10:07:23 EST,12/18/2024 10:07:23 EST
SPY241216C00606000,SPY241216C00606000,Sell,Filled,2,2,@0.920,0.920,DAY,12/16/2024 11:07:37 EST,12/16/2024 11:18:39 EST
SPY241216C00606000,SPY241216C00606000,Sell,Cancelled,0,2,@1.72,,DAY,12/16/2024 11:07:37 EST,
SPY241216C00606000,SPY241216C00606000,Buy,Filled,2,2,1.15,1.15,DAY,12/16/2024 11:05:28 EST,12/16/2024 11:05:28 EST
SPY241216C00606000,SPY241216C00606000,Buy,Cancelled,0,2,@1.05,,DAY,12/16/2024 11:04:06 EST,
SPY241216C00606000,SPY241216C00606000,Sell,Filled,2,2,0.980,0.980,DAY,12/16/2024 11:03:39 EST,12/16/2024 11:03:39 EST
SPY241216C00606000,SPY241216C00606000,Buy,Filled,2,2,1.19,1.19,DAY,12/16/2024 10:57:38 EST,12/16/2024 10:57:39 EST
SPY241213C00603000,SPY241213C00603000,Sell,Filled,1,1,1.66,1.66,DAY,12/13/2024 11:36:34 EST,12/13/2024 11:36:34 EST
SPY241213C00603000,SPY241213C00603000,Sell,Cancelled,0,1,@2.18,,DAY,12/13/2024 11:33:01 EST,
SPY241213C00603000,SPY241213C00603000,Sell,Cancelled,0,1,1.11,,DAY,12/13/2024 11:33:01 EST,
SPY241213C00603000,SPY241213C00603000,Sell,Filled,1,1,1.52,1.52,DAY,12/13/2024 11:32:45 EST,12/13/2024 11:32:45 EST
SPY241213C00603000,SPY241213C00603000,Sell,Cancelled,0,2,@2.10,,DAY,12/13/2024 11:18:33 EST,
SPY241213C00603000,SPY241213C00603000,Sell,Cancelled,0,2,0.880,,DAY,12/13/2024 11:18:33 EST,
SPY241213C00603000,SPY241213C00603000,Buy,Filled,2,2,1.30,1.30,DAY,12/13/2024 11:18:01 EST,12/13/2024 11:18:01 EST
SPY241213C00603000,SPY241213C00603000,Buy,Cancelled,0,2,@1.22,,DAY,12/13/2024 11:17:47 EST,
SPY241213C00603000,SPY241213C00603000,Buy,Cancelled,0,2,@1.05,,DAY,12/13/2024 11:12:09 EST,
SPY241213P00607000,SPY241213P00607000,Sell,Filled,1,1,1.20,1.20,DAY,12/13/2024 09:55:50 EST,12/13/2024 09:55:50 EST
SPY241213P00607000,SPY241213P00607000,Sell,Filled,1,1,1.18,1.18,DAY,12/13/2024 09:54:55 EST,12/13/2024 09:54:56 EST
SPY241213P00607000,SPY241213P00607000,Buy,Filled,2,2,0.940,0.940,DAY,12/13/2024 09:50:44 EST,12/13/2024 09:50:44 EST
SPY241211C00603000,SPY241211C00603000,Sell,Filled,1,1,3.99,3.99,DAY,12/11/2024 10:12:07 EST,12/11/2024 10:12:07 EST
SPY241211C00603000,SPY241211C00603000,Sell,Cancelled,0,1,3.53,,DAY,12/11/2024 09:58:57 EST,
SPY241211C00603000,SPY241211C00603000,Sell,Cancelled,0,1,@4.07,,DAY,12/11/2024 09:58:57 EST,
SPY241211C00603000,SPY241211C00603000,Buy,Filled,1,1,@3.52,3.52,DAY,12/11/2024 09:51:42 EST,12/11/2024 09:51:52 EST
SPY241209P00608000,SPY241209P00608000,Sell,Filled,1,1,1.76,1.76,DAY,12/09/2024 10:35:37 EST,12/09/2024 10:35:37 EST
SPY241209P00608000,SPY241209P00608000,Sell,Filled,1,1,1.12,1.12,DAY,12/06/2024 15:46:13 EST,12/06/2024 15:46:14 EST
SPY241209P00608000,SPY241209P00608000,Buy,Filled,1,1,1.23,1.23,DAY,12/06/2024 15:38:03 EST,12/06/2024 15:38:03 EST
SPY241209P00608000,SPY241209P00608000,Buy,Filled,1,1,1.31,1.31,DAY,12/06/2024 15:08:42 EST,12/06/2024 15:08:42 EST
SPY240925C00569000,SPY240925C00569000,Sell,Cancelled,0,2,@2.02,,DAY,09/25/2024 13:54:31 EDT,
SPY240925C00569000,SPY240925C00569000,Sell,Filled,2,2,@1.02,1.02,DAY,09/25/2024 13:54:31 EDT,09/25/2024 14:08:30 EDT
SPY240925C00569000,SPY240925C00569000,Buy,Filled,2,2,1.22,1.22,DAY,09/25/2024 13:54:07 EDT,09/25/2024 13:54:07 EDT
SPY240925C00569000,SPY240925C00569000,Buy,Cancelled,0,2,@1.07,,DAY,09/25/2024 13:53:55 EDT,
SPY240924P00568000,SPY240924P00568000,Sell,Filled,1,1,0.900,0.900,DAY,09/24/2024 10:31:12 EDT,09/24/2024 10:31:12 EDT
SPY240924P00568000,SPY240924P00568000,Buy,Filled,1,1,0.950,0.950,DAY,09/24/2024 10:30:57 EDT,09/24/2024 10:30:57 EDT
SPY240924C00568000,SPY240924C00568000,Sell,Filled,2,2,1.06,1.06,DAY,09/24/2024 10:23:06 EDT,09/24/2024 10:23:06 EDT
SPY240924C00568000,SPY240924C00568000,Buy,Filled,2,2,1.70,1.70,DAY,09/24/2024 10:10:59 EDT,09/24/2024 10:10:59 EDT
SPY240924P00569000,SPY240924P00569000,Sell,Filled,2,2,1.18,1.18,DAY,09/24/2024 10:00:30 EDT,09/24/2024 10:00:31 EDT
SPY240924P00569000,SPY240924P00569000,Buy,Filled,2,2,0.970,0.970,DAY,09/24/2024 10:00:06 EDT,09/24/2024 10:00:06 EDT
SPY240918P00560000,SPY240918P00560000,Sell,Filled,1,1,1.82,1.82,DAY,09/18/2024 10:29:11 EDT,09/18/2024 10:29:12 EDT
SPY240918P00560000,SPY240918P00560000,Buy,Filled,1,1,1.99,1.99,DAY,09/18/2024 10:20:49 EDT,09/18/2024 10:20:49 EDT
SPY240918P00562000,SPY240918P00562000,Sell,Filled,2,2,2.70,2.70,DAY,09/18/2024 10:14:02 EDT,09/18/2024 10:14:02 EDT
SPY240918P00562000,SPY240918P00562000,Buy,Filled,2,2,2.85,2.85,DAY,09/18/2024 10:11:57 EDT,09/18/2024 10:11:57 EDT
SPY240916P00562000,SPY240916P00562000,Sell,Filled,1,1,1.54,1.54,DAY,09/16/2024 10:29:19 EDT,09/16/2024 10:29:19 EDT
SPY240916P00562000,SPY240916P00562000,Sell,Cancelled,0,1,1.10,,DAY,09/16/2024 10:27:14 EDT,
SPY240916P00562000,SPY240916P00562000,Sell,Cancelled,0,1,@2.12,,DAY,09/16/2024 10:27:14 EDT,
SPY240916P00562000,SPY240916P00562000,Sell,Filled,1,1,1.44,1.44,DAY,09/16/2024 10:26:59 EDT,09/16/2024 10:26:59 EDT
SPY240916P00562000,SPY240916P00562000,Buy,Filled,2,2,1.16,1.16,DAY,09/16/2024 10:23:59 EDT,09/16/2024 10:23:59 EDT
SPY240911C00542000,SPY240911C00542000,Sell,Cancelled,0,1,@2.31,,DAY,09/11/2024 11:13:20 EDT,
SPY240911C00542000,SPY240911C00542000,Sell,Filled,1,1,@1.78,1.78,DAY,09/11/2024 11:13:20 EDT,09/11/2024 11:18:15 EDT
SPY240911C00542000,SPY240911C00542000,Buy,Filled,1,1,1.77,1.77,DAY,09/11/2024 11:12:35 EDT,09/11/2024 11:12:35 EDT
SPY240911C00541000,SPY240911C00541000,Sell,Cancelled,0,1,@3.24,,DAY,09/11/2024 11:08:58 EDT,
SPY240911C00541000,SPY240911C00541000,Sell,Filled,1,1,@1.86,1.86,DAY,09/11/2024 11:08:58 EDT,09/11/2024 11:10:08 EDT
SPY240911C00541000,SPY240911C00541000,Sell,Filled,1,1,2.23,2.23,DAY,09/11/2024 11:07:32 EDT,09/11/2024 11:07:33 EDT
SPY240911C00541000,SPY240911C00541000,Buy,Filled,2,2,1.83,1.83,DAY,09/11/2024 11:05:15 EDT,09/11/2024 11:05:15 EDT
SPY240909P00545000,SPY240909P00545000,Sell,Cancelled,0,1,@4.44,,DAY,09/09/2024 10:31:26 EDT,
SPY240909P00545000,SPY240909P00545000,Sell,Filled,1,1,@1.98,1.98,DAY,09/09/2024 10:31:26 EDT,09/09/2024 11:28:35 EDT
SPY240909P00545000,SPY240909P00545000,Buy,Filled,1,1,1.98,1.98,DAY,09/09/2024 10:30:19 EDT,09/09/2024 10:30:19 EDT
SPY240909P00545000,SPY240909P00545000,Sell,Filled,1,1,1.60,1.60,DAY,09/09/2024 09:52:28 EDT,09/09/2024 09:52:29 EDT
SPY240909P00545000,SPY240909P00545000,Buy,Filled,1,1,2.01,2.01,DAY,09/09/2024 09:45:48 EDT,09/09/2024 09:45:48 EDT
SPY240904P00552000,SPY240904P00552000,Sell,Filled,1,1,2.71,2.71,DAY,09/04/2024 10:00:57 EDT,09/04/2024 10:00:57 EDT
SPY240904P00552000,SPY240904P00552000,Buy,Filled,1,1,2.50,2.50,DAY,09/04/2024 10:00:21 EDT,09/04/2024 10:00:21 EDT
SPY240904P00552000,SPY240904P00552000,Sell,Filled,1,1,1.64,1.64,DAY,09/04/2024 09:56:38 EDT,09/04/2024 09:56:39 EDT
SPY240904P00552000,SPY240904P00552000,Buy,Filled,1,1,1.82,1.82,DAY,09/04/2024 09:55:26 EDT,09/04/2024 09:55:26 EDT
SPY240904C00552000,SPY240904C00552000,Sell,Cancelled,0,1,@2.81,,DAY,09/04/2024 09:49:50 EDT,
SPY240904C00552000,SPY240904C00552000,Sell,Filled,1,1,@1.73,1.73,DAY,09/04/2024 09:49:50 EDT,09/04/2024 09:50:16 EDT
SPY240904C00552000,SPY240904C00552000,Buy,Filled,1,1,1.72,1.72,DAY,09/04/2024 09:46:24 EDT,09/04/2024 09:46:24 EDT
SPY240903P00556000,SPY240903P00556000,Sell,Filled,1,1,1.69,1.69,DAY,09/03/2024 10:52:45 EDT,09/03/2024 10:52:45 EDT
SPY240903P00556000,SPY240903P00556000,Sell,Cancelled,0,1,1.50,,DAY,09/03/2024 10:49:28 EDT,
SPY240903P00556000,SPY240903P00556000,Sell,Cancelled,0,1,@2.02,,DAY,09/03/2024 10:49:28 EDT,
SPY240903P00556000,SPY240903P00556000,Buy,Filled,1,1,1.49,1.49,DAY,09/03/2024 10:45:51 EDT,09/03/2024 10:45:51 EDT
SPY240903P00557000,SPY240903P00557000,Sell,Filled,2,2,1.61,1.61,DAY,09/03/2024 10:15:39 EDT,09/03/2024 10:15:39 EDT
SPY240903P00557000,SPY240903P00557000,Buy,Filled,2,2,1.46,1.46,DAY,09/03/2024 10:13:49 EDT,09/03/2024 10:13:49 EDT
SPY240816P00552000,SPY240816P00552000,Sell,Cancelled,0,1,@1.42,,DAY,08/16/2024 10:34:25 EDT,
SPY240816P00552000,SPY240816P00552000,Sell,Filled,1,1,@0.890,0.890,DAY,08/16/2024 10:34:25 EDT,08/16/2024 10:43:24 EDT
SPY240816P00552000,SPY240816P00552000,Buy,Filled,1,1,0.950,0.950,DAY,08/16/2024 10:32:21 EDT,08/16/2024 10:32:21 EDT
SPY240813C00540000,SPY240813C00540000,Sell,Filled,1,1,1.69,1.69,DAY,08/13/2024 12:53:03 EDT,08/13/2024 12:53:03 EDT
SPY240813C00540000,SPY240813C00540000,Sell,Cancelled,0,1,@1.86,,DAY,08/13/2024 12:43:49 EDT,
SPY240813C00540000,SPY240813C00540000,Sell,Cancelled,0,1,0.800,,DAY,08/13/2024 12:43:49 EDT,
SPY240813C00540000,SPY240813C00540000,Buy,Filled,1,1,1.12,1.12,DAY,08/13/2024 12:41:53 EDT,08/13/2024 12:41:53 EDT
SPY240813P00537000,SPY240813P00537000,Sell,Filled,1,1,1.36,1.36,DAY,08/13/2024 10:26:36 EDT,08/13/2024 10:26:36 EDT
SPY240813P00537000,SPY240813P00537000,Buy,Filled,1,1,1.63,1.63,DAY,08/13/2024 10:20:22 EDT,08/13/2024 10:20:22 EDT
SPY240813C00537000,SPY240813C00537000,Sell,Filled,1,1,1.98,1.98,DAY,08/13/2024 09:33:36 EDT,08/13/2024 09:33:36 EDT
SPY240813C00537000,SPY240813C00537000,Buy,Filled,1,1,1.87,1.87,DAY,08/13/2024 09:32:31 EDT,08/13/2024 09:32:31 EDT
SPY240809P00530000,SPY240809P00530000,Sell,Filled,3,3,1.89,1.89,DAY,08/09/2024 10:21:37 EDT,08/09/2024 10:21:38 EDT
SPY240809P00530000,SPY240809P00530000,Sell,Cancelled,0,3,@3.14,,DAY,08/09/2024 10:20:24 EDT,
SPY240809P00530000,SPY240809P00530000,Sell,Cancelled,0,3,1.52,,DAY,08/09/2024 10:20:24 EDT,
SPY240809P00530000,SPY240809P00530000,Sell,Cancelled,0,3,@2.35,,DAY,08/09/2024 10:15:32 EDT,
SPY240809P00530000,SPY240809P00530000,Sell,Cancelled,0,3,1.45,,DAY,08/09/2024 10:15:32 EDT,
SPY240809P00530000,SPY240809P00530000,Buy,Filled,3,3,2.29,2.29,DAY,08/09/2024 10:07:21 EDT,08/09/2024 10:07:21 EDT
SPY240808C00524000,SPY240808C00524000,Sell,Filled,1,1,@3.43,3.43,DAY,08/08/2024 10:03:50 EDT,08/08/2024 10:07:15 EDT
SPY240808C00524000,SPY240808C00524000,Sell,Cancelled,0,1,@4.76,,DAY,08/08/2024 10:03:50 EDT,
SPY240808C00524000,SPY240808C00524000,Sell,Filled,1,1,3.91,3.91,DAY,08/08/2024 10:03:31 EDT,08/08/2024 10:03:31 EDT
