Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
SPY240711P00558000_843,SPY240711P00558000_843,Buy,Filled,1,1,1.17,1.17,DAY,07/11/2024 11:23:31 EST,07/11/2024 11:23:31 EST
SPY240711P00560000_315,SPY240711P00560000_315,Sell,Filled,1,1,1.84,1.84,DAY,07/11/2024 11:00:08 EST,07/11/2024 11:00:08 EST
SPY240711P00560000_412,SPY240711P00560000_412,Sell,Cancelled,0,1,2.21,,DAY,07/11/2024 10:59:01 EST,
SPY240711P00560000_420,SPY240711P00560000_420,Sell,Cancelled,0,1,1.56,,DAY,07/11/2024 10:59:01 EST,
SPY240711P00560000_937,SPY240711P00560000_937,Buy,Filled,1,1,1.56,1.56,DAY,07/11/2024 10:45:00 EST,07/11/2024 10:45:00 EST
SPY240711C00559000_795,SPY240711C00559000_795,Sell,Filled,1,1,1.53,1.53,DAY,07/11/2024 10:34:56 EST,07/11/2024 10:34:56 EST
SPY240711C00559000_709,SPY240711C00559000_709,Buy,Filled,1,1,1.75,1.75,DAY,07/11/2024 10:26:15 EST,07/11/2024 10:26:15 EST
SPY240711P00561000_296,SPY240711P00561000_296,Sell,Filled,1,1,2.13,2.13,DAY,07/11/2024 10:23:02 EST,07/11/2024 10:23:02 EST
SPY240711P00561000_863,SPY240711P00561000_863,Buy,Filled,1,1,2.04,2.04,DAY,07/11/2024 10:20:26 EST,07/11/2024 10:20:27 EST
SPY240711P00561000_962,SPY240711P00561000_962,Sell,Cancelled,0,1,1.63,,DAY,07/11/2024 10:20:26 EST,
SPY240710C00559000_391,SPY240710C00559000_391,Sell,Filled,1,1,0.9,0.9,DAY,07/10/2024 13:49:55 EST,07/10/2024 13:49:55 EST
SPY240710C00559000_319,SPY240710C00559000_319,Sell,Cancelled,0,1,0.74,,DAY,07/10/2024 13:43:06 EST,
SPY240710C00559000_517,SPY240710C00559000_517,Buy,Filled,1,1,0.92,0.92,DAY,07/10/2024 13:43:06 EST,07/10/2024 13:43:06 EST
SPY240710C00558000_557,SPY240710C00558000_557,Sell,Filled,1,1,1.85,1.85,DAY,07/10/2024 12:57:39 EST,07/10/2024 13:04:58 EST
SPY240710C00558000_483,SPY240710C00558000_483,Buy,Filled,1,1,1.54,1.54,DAY,07/10/2024 12:57:39 EST,07/10/2024 12:57:39 EST
SPY240710C00558000_544,SPY240710C00558000_544,Sell,Cancelled,0,1,1.3,,DAY,07/10/2024 12:57:39 EST,
SPY240710C00557000_119,SPY240710C00557000_119,Sell,Filled,1,1,1.01,1.01,DAY,07/10/2024 11:29:48 EST,07/10/2024 11:29:48 EST
SPY240710C00557000_326,SPY240710C00557000_326,Buy,Filled,1,1,0.85,0.85,DAY,07/10/2024 11:22:50 EST,07/10/2024 11:22:50 EST
SPY240710C00557000_852,SPY240710C00557000_852,Sell,Cancelled,0,1,0.69,,DAY,07/10/2024 11:22:50 EST,
SPY240709C00556000_497,SPY240709C00556000_497,Sell,Filled,1,1,0.97,0.97,DAY,07/09/2024 12:10:45 EST,07/09/2024 12:10:45 EST
SPY240709C00556000_498,SPY240709C00556000_498,Buy,Filled,1,1,0.75,0.75,DAY,07/09/2024 11:46:10 EST,07/09/2024 11:46:10 EST
SPY240709C00556000_755,SPY240709C00556000_755,Sell,Cancelled,0,1,0.8,,DAY,07/09/2024 11:46:10 EST,
SPY240709P00556000_480,SPY240709P00556000_480,Sell,Filled,1,1,0.65,0.65,DAY,07/09/2024 10:29:35 EST,07/09/2024 10:35:25 EST
SPY240709P00556000_227,SPY240709P00556000_227,Buy,Filled,1,1,0.82,0.82,DAY,07/09/2024 10:29:35 EST,07/09/2024 10:29:35 EST
SPY240702C00548000_160,SPY240702C00548000_160,Sell,Filled,1,1,0.27,0.27,DAY,07/02/2024 14:07:58 EST,07/02/2024 14:07:58 EST
SPY240702C00548000_926,SPY240702C00548000_926,Buy,Filled,1,1,0.27,0.27,DAY,07/02/2024 13:56:46 EST,07/02/2024 13:56:46 EST
SPY240701P00545000_440,SPY240701P00545000_440,Sell,Filled,2,2,0.89,0.89,DAY,07/01/2024 13:24:00 EST,07/01/2024 13:24:00 EST
SPY240701P00545000_811,SPY240701P00545000_811,Buy,Filled,1,1,0.73,0.73,DAY,07/01/2024 13:07:14 EST,07/01/2024 13:07:14 EST
SPY240701P00545000_601,SPY240701P00545000_601,Sell,Cancelled,0,1,0.9,,DAY,07/01/2024 13:07:14 EST,
SPY240701P00545000_330,SPY240701P00545000_330,Buy,Filled,1,1,0.92,0.92,DAY,07/01/2024 13:05:25 EST,07/01/2024 13:05:25 EST
SPY240701P00545000_951,SPY240701P00545000_951,Sell,Cancelled,0,1,0.73,,DAY,07/01/2024 13:05:25 EST,
SPY240701P00545000_891,SPY240701P00545000_891,Sell,Filled,1,1,1.31,1.31,DAY,07/01/2024 12:02:43 EST,07/01/2024 12:02:43 EST
SPY240701P00545000_890,SPY240701P00545000_890,Buy,Filled,1,1,1.25,1.25,DAY,07/01/2024 11:59:10 EST,07/01/2024 11:59:11 EST
SPY240701P00545000_483,SPY240701P00545000_483,Sell,Cancelled,0,1,1.03,,DAY,07/01/2024 11:59:10 EST,
SPY240628P00547000_562,SPY240628P00547000_562,Sell,Filled,1,1,1.0,1.0,DAY,06/28/2024 14:16:44 EST,06/28/2024 14:16:44 EST
SPY240628P00547000_544,SPY240628P00547000_544,Sell,Cancelled,0,1,0.78,,DAY,06/28/2024 14:15:31 EST,
SPY240628P00547000_104,SPY240628P00547000_104,Sell,Cancelled,0,1,1.16,,DAY,06/28/2024 14:15:31 EST,
SPY240628P00547000_607,SPY240628P00547000_607,Buy,Filled,1,1,0.96,0.96,DAY,06/28/2024 14:15:31 EST,06/28/2024 14:15:31 EST
SPY240628C00547000_173,SPY240628C00547000_173,Sell,Filled,1,1,0.49,0.49,DAY,06/28/2024 13:33:43 EST,06/28/2024 13:33:44 EST
SPY240628C00546000_331,SPY240628C00546000_331,Sell,Filled,1,1,0.95,0.95,DAY,06/28/2024 13:33:31 EST,06/28/2024 13:33:32 EST
SPY240628C00546000_129,SPY240628C00546000_129,Buy,Filled,1,1,1.09,1.09,DAY,06/28/2024 13:32:34 EST,06/28/2024 13:32:35 EST
SPY240628C00547000_381,SPY240628C00547000_381,Buy,Filled,1,1,0.64,0.64,DAY,06/28/2024 12:45:24 EST,06/28/2024 12:45:24 EST
SPY240627C00546000_477,SPY240627C00546000_477,Sell,Filled,1,1,0.65,0.65,DAY,06/27/2024 13:10:44 EST,06/27/2024 13:10:45 EST
SPY240627C00546000_747,SPY240627C00546000_747,Sell,Filled,2,2,0.67,0.67,DAY,06/27/2024 13:01:44 EST,06/27/2024 13:01:44 EST
SPY240627C00546000_683,SPY240627C00546000_683,Buy,Filled,1,1,0.58,0.58,DAY,06/27/2024 13:00:03 EST,06/27/2024 13:00:03 EST
SPY240627C00546000_704,SPY240627C00546000_704,Buy,Filled,1,1,0.7,0.7,DAY,06/27/2024 12:31:00 EST,06/27/2024 12:31:00 EST
SPY240627C00546000_247,SPY240627C00546000_247,Buy,Filled,1,1,0.6,0.6,DAY,06/27/2024 12:20:40 EST,06/27/2024 12:20:40 EST
SPY240627C00545000_275,SPY240627C00545000_275,Sell,Filled,1,1,1.13,1.13,DAY,06/27/2024 12:14:49 EST,06/27/2024 12:14:50 EST
SPY240627C00545000_186,SPY240627C00545000_186,Buy,Filled,1,1,0.95,0.95,DAY,06/27/2024 11:58:57 EST,06/27/2024 11:58:57 EST
SPY240626P00544000_508,SPY240626P00544000_508,Sell,Filled,2,2,0.47,0.47,DAY,06/26/2024 13:30:54 EST,06/26/2024 13:30:55 EST
SPY240626P00544000_326,SPY240626P00544000_326,Buy,Filled,2,2,0.52,0.52,DAY,06/26/2024 13:23:11 EST,06/26/2024 13:23:11 EST
SPY240626P00544000_373,SPY240626P00544000_373,Sell,Cancelled,0,2,0.42,,DAY,06/26/2024 13:23:11 EST,
SPY240626P00544000_812,SPY240626P00544000_812,Sell,Filled,2,2,0.49,0.49,DAY,06/26/2024 13:20:26 EST,06/26/2024 13:21:58 EST
SPY240626P00544000_573,SPY240626P00544000_573,Buy,Filled,2,2,0.62,0.62,DAY,06/26/2024 13:20:26 EST,06/26/2024 13:20:26 EST
SPY240626P00544000_945,SPY240626P00544000_945,Sell,Cancelled,0,2,0.74,,DAY,06/26/2024 13:20:26 EST,
SPY240626C00543000_296,SPY240626C00543000_296,Sell,Filled,1,1,1.66,1.66,DAY,06/26/2024 13:13:37 EST,06/26/2024 13:19:27 EST
SPY240626C00543000_831,SPY240626C00543000_831,Sell,Cancelled,0,1,2.46,,DAY,06/26/2024 13:13:37 EST,
SPY240626C00543000_830,SPY240626C00543000_830,Buy,Filled,1,1,2.05,2.05,DAY,06/26/2024 13:13:37 EST,06/26/2024 13:13:37 EST
SPY240626C00544000_871,SPY240626C00544000_871,Sell,Filled,1,1,1.1,1.1,DAY,06/26/2024 12:41:05 EST,06/26/2024 12:44:34 EST
SPY240626C00544000_465,SPY240626C00544000_465,Sell,Cancelled,0,1,1.84,,DAY,06/26/2024 12:41:05 EST,
SPY240626C00544000_578,SPY240626C00544000_578,Buy,Filled,1,1,1.39,1.39,DAY,06/26/2024 12:41:05 EST,06/26/2024 12:41:05 EST
SPY240626C00545000_465,SPY240626C00545000_465,Sell,Filled,1,1,0.67,0.67,DAY,06/26/2024 12:27:38 EST,06/26/2024 12:38:33 EST
SPY240626C00545000_918,SPY240626C00545000_918,Buy,Filled,1,1,0.85,0.85,DAY,06/26/2024 12:27:38 EST,06/26/2024 12:27:38 EST
SPY240625C00543000_897,SPY240625C00543000_897,Sell,Filled,1,1,1.09,1.09,DAY,06/25/2024 13:45:04 EST,06/25/2024 13:45:04 EST
SPY240625C00543000_766,SPY240625C00543000_766,Sell,Cancelled,0,1,0.91,,DAY,06/25/2024 13:10:30 EST,
SPY240625C00543000_187,SPY240625C00543000_187,Buy,Filled,1,1,0.72,0.72,DAY,06/25/2024 13:10:30 EST,06/25/2024 13:10:30 EST
SPY240624P00542000_854,SPY240624P00542000_854,Sell,Filled,1,1,0.31,0.31,DAY,06/24/2024 09:46:15 EST,06/24/2024 09:46:15 EST
SPY240624P00542000_349,SPY240624P00542000_349,Sell,Cancelled,0,1,0.32,,DAY,06/24/2024 09:45:08 EST,
SPY240624P00542000_757,SPY240624P00542000_757,Buy,Filled,1,1,0.4,0.4,DAY,06/24/2024 09:45:08 EST,06/24/2024 09:45:08 EST
SPY240620C00548000_975,SPY240620C00548000_975,Sell,Cancelled,0,1,0.34,,DAY,06/20/2024 14:02:00 EST,
SPY240620C00548000_268,SPY240620C00548000_268,Sell,Filled,1,1,0.52,0.52,DAY,06/20/2024 14:02:00 EST,06/20/2024 14:03:02 EST
SPY240620C00548000_502,SPY240620C00548000_502,Buy,Filled,1,1,0.43,0.43,DAY,06/20/2024 14:02:00 EST,06/20/2024 14:02:05 EST
SPY240620C00546000_381,SPY240620C00546000_381,Sell,Filled,5,5,1.23,1.23,DAY,06/20/2024 12:35:29 EST,06/20/2024 12:36:46 EST
SPY240620C00546000_704,SPY240620C00546000_704,Buy,Filled,5,5,1.42,1.42,DAY,06/20/2024 12:35:29 EST,06/20/2024 12:35:30 EST
SPY240620C00546000_980,SPY240620C00546000_980,Sell,Cancelled,0,5,1.69,,DAY,06/20/2024 12:35:29 EST,
SPY240618P00547000_139,SPY240618P00547000_139,Sell,Filled,13,13,0.21,0.21,DAY,06/18/2024 13:38:14 EST,06/18/2024 13:38:14 EST
SPY240618P00547000_140,SPY240618P00547000_140,Sell,Cancelled,0,10,0.4,,DAY,06/18/2024 12:13:40 EST,
SPY240618P00547000_575,SPY240618P00547000_575,Buy,Filled,10,10,0.5,0.5,DAY,06/18/2024 12:13:40 EST,06/18/2024 12:13:40 EST
SPY240618P00547000_261,SPY240618P00547000_261,Sell,Cancelled,0,10,0.6,,DAY,06/18/2024 12:13:40 EST,
SPY240618P00547000_235,SPY240618P00547000_235,Buy,Filled,1,1,0.82,0.82,DAY,06/18/2024 11:21:52 EST,06/18/2024 11:21:52 EST
SPY240618C00547000_150,SPY240618C00547000_150,Sell,Filled,1,1,0.94,0.94,DAY,06/18/2024 11:04:46 EST,06/18/2024 11:04:46 EST
SPY240618C00547000_158,SPY240618C00547000_158,Buy,Filled,1,1,1.09,1.09,DAY,06/18/2024 11:02:20 EST,06/18/2024 11:02:21 EST
SPY240618P00547000_250,SPY240618P00547000_250,Buy,Filled,2,2,0.81,0.81,DAY,06/18/2024 10:20:39 EST,06/18/2024 10:20:39 EST
SPY240618C00548000_290,SPY240618C00548000_290,Sell,Filled,1,1,0.79,0.79,DAY,06/18/2024 10:00:11 EST,06/18/2024 10:00:11 EST
SPY240618C00548000_819,SPY240618C00548000_819,Sell,Cancelled,0,1,1.21,,DAY,06/18/2024 09:40:25 EST,
SPY240618C00548000_189,SPY240618C00548000_189,Buy,Filled,1,1,1.02,1.02,DAY,06/18/2024 09:40:25 EST,06/18/2024 09:40:25 EST
SPY240618C00548000_307,SPY240618C00548000_307,Sell,Cancelled,0,1,0.81,,DAY,06/18/2024 09:40:25 EST,
SPY240617C00546000_660,SPY240617C00546000_660,Sell,Filled,5,5,2.01,2.01,DAY,06/17/2024 14:03:02 EST,06/17/2024 14:03:02 EST
SPY240617C00546000_238,SPY240617C00546000_238,Buy,Filled,5,5,1.71,1.71,DAY,06/17/2024 14:00:26 EST,06/17/2024 14:00:26 EST
SPY240617C00547000_333,SPY240617C00547000_333,Sell,Filled,1,1,0.69,0.69,DAY,06/17/2024 13:36:35 EST,06/17/2024 13:36:35 EST
SPY240617C00547000_934,SPY240617C00547000_934,Buy,Filled,1,1,0.45,0.45,DAY,06/17/2024 13:32:26 EST,06/17/2024 13:32:26 EST
SPY240617C00546000_216,SPY240617C00546000_216,Sell,Filled,2,2,0.61,0.61,DAY,06/17/2024 12:48:11 EST,06/17/2024 12:48:12 EST
SPY240617C00546000_110,SPY240617C00546000_110,Buy,Filled,2,2,0.62,0.62,DAY,06/17/2024 12:47:44 EST,06/17/2024 12:47:45 EST
SPY240531P00523000_183,SPY240531P00523000_183,Sell,Filled,1,1,1.11,1.11,DAY,05/30/2024 14:16:53 EST,05/30/2024 14:16:53 EST
SPY240531P00523000_608,SPY240531P00523000_608,Sell,Cancelled,0,1,1.26,,DAY,05/30/2024 14:16:29 EST,
SPY240531P00523000_249,SPY240531P00523000_249,Buy,Filled,1,1,0.91,0.91,DAY,05/30/2024 13:51:58 EST,05/30/2024 13:51:59 EST
SPY240524P00527000_299,SPY240524P00527000_299,Sell,Filled,10,10,0.12,0.12,DAY,05/24/2024 12:14:59 EST,05/24/2024 12:14:59 EST
SPY240524P00529000_376,SPY240524P00529000_376,Sell,Filled,4,4,0.39,0.39,DAY,05/24/2024 12:12:38 EST,05/24/2024 12:12:38 EST
SPY240524P00529000_829,SPY240524P00529000_829,Buy,Filled,4,4,0.76,0.76,DAY,05/24/2024 11:52:50 EST,05/24/2024 11:52:50 EST
SPY240524P00527000_708,SPY240524P00527000_708,Buy,Filled,10,10,0.23,0.23,DAY,05/24/2024 11:40:17 EST,05/24/2024 11:40:17 EST
SPY240524P00527000_844,SPY240524P00527000_844,Buy,Cancelled,0,10,0.23,,DAY,05/24/2024 11:39:34 EST,
SPY240524C00531000_598,SPY240524C00531000_598,Sell,Filled,2,2,0.19,0.19,DAY,05/24/2024 11:39:20 EST,05/24/2024 11:39:20 EST
SPY240524C00531000_456,SPY240524C00531000_456,Buy,Filled,1,1,0.29,0.29,DAY,05/24/2024 11:30:54 EST,05/24/2024 11:30:54 EST
SPY240524C00531000_655,SPY240524C00531000_655,Buy,Filled,1,1,0.38,0.38,DAY,05/24/2024 11:12:11 EST,05/24/2024 11:12:11 EST
SPY240524C00529000_802,SPY240524C00529000_802,Sell,Filled,2,2,0.4,0.4,DAY,05/24/2024 10:44:45 EST,05/24/2024 10:44:45 EST
SPY240524C00529000_388,SPY240524C00529000_388,Buy,Filled,2,2,0.6,0.6,DAY,05/24/2024 10:25:44 EST,05/24/2024 10:25:44 EST
SPY240523P00528000_487,SPY240523P00528000_487,Sell,Filled,1,1,0.44,0.44,DAY,05/23/2024 11:02:26 EST,05/23/2024 11:02:27 EST
SPY240523P00528000_239,SPY240523P00528000_239,Buy,Filled,1,1,0.65,0.65,DAY,05/23/2024 11:00:16 EST,05/23/2024 11:00:16 EST
SPY240523P00528000_805,SPY240523P00528000_805,Sell,Filled,1,1,0.64,0.64,DAY,05/23/2024 10:00:08 EST,05/23/2024 10:00:10 EST
SPY240523P00528000_330,SPY240523P00528000_330,Sell,Cancelled,0,1,0.74,,DAY,05/23/2024 09:59:31 EST,
SPY240523P00528000_166,SPY240523P00528000_166,Buy,Filled,1,1,0.75,0.75,DAY,05/23/2024 09:59:19 EST,05/23/2024 09:59:19 EST
SPY240523P00530000_201,SPY240523P00530000_201,Sell,Filled,1,1,1.33,1.33,DAY,05/23/2024 09:52:06 EST,05/23/2024 09:52:06 EST
SPY240523P00530000_188,SPY240523P00530000_188,Buy,Filled,1,1,0.83,0.83,DAY,05/23/2024 09:48:05 EST,05/23/2024 09:48:05 EST
SPY240523P00530000_847,SPY240523P00530000_847,Sell,Cancelled,0,1,0.67,,DAY,05/23/2024 09:48:05 EST,
SPY240520C00533000_611,SPY240520C00533000_611,Sell,Filled,1,1,0.1,0.1,DAY,05/20/2024 11:36:27 EST,05/20/2024 11:36:27 EST
SPY240520C00533000_445,SPY240520C00533000_445,Buy,Filled,1,1,0.12,0.12,DAY,05/20/2024 11:34:37 EST,05/20/2024 11:34:37 EST
SPY240520C00532000_535,SPY240520C00532000_535,Buy,Cancelled,0,1,0.38,,DAY,05/20/2024 11:32:40 EST,
SPY240513P00519000_749,SPY240513P00519000_749,Sell,Filled,1,1,0.06,0.06,DAY,05/13/2024 14:25:13 EST,05/13/2024 14:25:13 EST
SPY240513P00519000_900,SPY240513P00519000_900,Buy,Filled,1,1,0.18,0.18,DAY,05/13/2024 10:59:15 EST,05/13/2024 10:59:15 EST
SPY240513P00519000_662,SPY240513P00519000_662,Sell,Cancelled,0,2,0.15,,DAY,05/13/2024 10:11:53 EST,
SPY240513P00519000_164,SPY240513P00519000_164,Buy,Cancelled,0,2,0.17,,DAY,05/13/2024 10:11:53 EST,
